vendor_key,incumbent_vendor,incumbent_uei,number_of_cyber_it_awards,total_obligated_amount,expiring_value_6_months,expiring_value_12_months,expiring_value_24_months,average_contract_value,recompete_candidate_count,incumbent_concentration_score,incumbent_vulnerability_score,vulnerability_basis,pct_value_expired,pct_value_unknown_expiration,size_standard_shift,size_standard_basis,active_recompete_candidate_count,active_value
99,"DIRECTVIZ SOLUTIONS, LLC",YXH4AGD2LGF5,11,319495908.9800001,0.0,0.0,0.0,29045082.63,11,0.14,,no_forward_book,100.0,0.0,True,"latest of 5 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 4 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
101,"INSAP SERVICES, INC",G4K8NDWTDDJ3,11,316526363.15000004,0.0,0.0,0.0,28775123.92,11,0.14,,no_forward_book,100.0,0.0,False,"no S->O transition across 9 readable determinations — per-procurement, directional",0,0.0
102,LINTECH GLOBAL INC,YT1QJBHRM6D5,43,315772077.72,0.0,0.0,0.0,7343536.69,43,0.14,,no_forward_book,100.0,0.0,True,"latest of 5 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 4 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
103,NETCENTRICS CORPORATION,YKGNJMVUXGS8,18,313592065.99,0.0,0.0,0.0,17421781.44,18,0.14,,no_forward_book,100.0,0.0,True,"latest of 13 NAICS 541513 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 9 total), with 4 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
104,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC,FNZGNWHTXVL4,60,310911958.1,0.0,0.0,0.0,5181865.97,60,0.13,,no_forward_book,100.0,0.0,False,"no S->O transition across 149 readable determinations — per-procurement, directional",0,0.0
105,DYNAMIC SYSTEMS INC,Z78DJNKYJ2K5,166,306721113.45,1269121.97,2745628.17,3059043.17,1847717.55,166,0.13,41.5,value_weighted_near_term_share,94.1,0.0,False,"no S->O transition across 538 readable determinations — per-procurement, directional",5,3059043.17
106,"BROADLEAF, INC",DGA4AQ4DJYY9,81,306640586.12,0.0,0.0,6397238.89,3785686.25,81,0.13,0.0,value_weighted_near_term_share,79.8,0.0,True,"latest of 15 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 13 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,6397238.89
107,"VISTA DEFENSE TECHNOLOGIES, LLC",UM22ZL79EQ53,35,303328004.59000003,623406.0,623406.0,623406.0,8666514.42,35,0.13,100.0,value_weighted_near_term_share,99.2,0.0,True,"latest of 3 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,623406.0
108,"CHEROKEE NATION OPERATIONAL SOLUTIONS, L.L.C",LZ53AT1DCF44,24,302297185.29999995,0.0,0.0,0.0,12595716.05,24,0.13,,no_forward_book,100.0,0.0,False,"no S->O transition across 39 readable determinations — per-procurement, directional",0,0.0
109,INNOVASYSTEMS INTERNATIONAL LLC,EBL9WPXJVKZ5,16,292888464.23,0.0,0.0,0.0,18305529.01,16,0.13,,no_forward_book,100.0,0.0,False,"no S->O transition across 29 readable determinations — per-procurement, directional",0,0.0
110,CSA GLOBAL LLC,EEUCVG4YELT8,55,292032864.43,0.0,0.0,0.0,5309688.44,55,0.13,,no_forward_book,100.0,0.0,False,"no S->O transition across 137 readable determinations — per-procurement, directional",0,0.0
111,OMNI FED LLC,H5CNKFXTJ973,55,290998456.1100001,1043246.84,1043246.84,1043246.84,5290881.02,55,0.13,100.0,value_weighted_near_term_share,96.5,0.0,False,"no S->O transition across 121 readable determinations — per-procurement, directional",1,1043246.84
112,COGGINS INTERNATIONAL CORP,GKJMBMGNG733,55,287652872.19,0.0,0.0,0.0,5230052.22,55,0.12,,no_forward_book,100.0,0.0,False,"no S->O transition across 68 readable determinations — per-procurement, directional",0,0.0
113,"ADVANCED ALLIANT SOLUTIONS TEAM, LIMITED PARTNERSHIP",SXT3WKTCLTJ8,13,285318853.7,0.0,0.0,0.0,21947604.13,13,0.12,,no_forward_book,100.0,0.0,False,"no S->O transition across 13 readable determinations — per-procurement, directional",0,0.0
115,NAKUPUNA CONSULTING LLC,FAP4HJHRMJU3,16,282945793.49,0.0,0.0,35641512.83,17684112.09,16,0.12,0.0,value_weighted_near_term_share,4.8,0.0,False,"no S->O transition across 36 readable determinations — per-procurement, directional",2,48076010.269999996
116,RED RIVER TECHNOLOGY LLC,JT4PZH4BX5T9,125,282270040.6100001,0.0,0.0,0.0,2258160.32,125,0.12,,no_forward_book,100.0,0.0,True,"latest of 295 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 147 total), with 148 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
117,VIASAT INC,L9Z1ASN3B8E7,24,281000650.84,0.0,0.0,0.0,11708360.45,24,0.12,,no_forward_book,100.0,0.0,True,"latest of 16 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 12 total), with 4 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
118,"L3HARRIS TECHNOLOGIES, INC",QM4EZDV15JL8,56,280614586.12,478136.0,478136.0,478136.0,5010974.75,56,0.12,100.0,value_weighted_near_term_share,98.9,0.0,True,"latest of 4 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,478136.0
119,MISSION1ST GROUP INC,CLF3L37QMXY5,8,279369657.47,0.0,0.0,0.0,34921207.18,8,0.12,,no_forward_book,100.0,0.0,True,"latest of 6 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 5 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
120,"SUPERLATIVE TECHNOLOGIES, LLC",P6KEFNGJW2J1,16,278111759.8,0.0,0.0,2550960.36,17381984.99,16,0.12,0.0,value_weighted_near_term_share,42.0,0.0,True,"latest of 3 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",1,2550960.36
121,"TAPESTRY TECHNOLOGIES, INC",PLFNQLGL8373,6,276660478.47,0.0,0.0,0.0,46110079.74,6,0.12,,no_forward_book,100.0,0.0,True,"latest of 6 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 3 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
122,"V3GATE, LLC",J4KHM5JY79E3,74,276578564.27000004,0.0,0.0,0.0,3737548.17,74,0.12,0.0,value_weighted_near_term_share,93.6,0.0,False,"no S->O transition across 232 readable determinations — per-procurement, directional",1,893937.73
123,ALVAREZ LLC,Y928UVG75CT6,131,275328067.22,36484607.39,36484607.39,36484607.39,2101740.97,131,0.12,95.0,value_weighted_near_term_share,45.2,0.0,False,"no S->O transition across 484 readable determinations — per-procurement, directional",2,38424113.36
124,"DEFENSE ENGINEERING, INC",WTM6L7KKNNE9,4,274810186.38,0.0,0.0,0.0,68702546.6,4,0.12,,no_forward_book,100.0,0.0,False,"no S->O transition across 6 readable determinations — per-procurement, directional",0,0.0
125,"INMARSAT GOVERNMENT, INC",UK8HWZTN2QG3,68,274624647.64000005,414773.24,414773.24,414773.24,4038597.76,68,0.12,21.0,value_weighted_near_term_share,80.2,0.0,False,"no S->O transition across 1494 readable determinations — per-procurement, directional",3,1973379.2599999998
126,SENECA GLOBAL SERVICES LLC,HYDWL7JCHBG4,26,272051525.63,13197465.19,13197465.19,13197465.19,10463520.22,26,0.12,100.0,value_weighted_near_term_share,21.8,0.0,False,"no S->O transition across 51 readable determinations — per-procurement, directional",1,13197465.19
127,CLARITY INNOVATIONS LLC,MLCEWFN6PHL3,44,267977038.91,35544264.25,36638060.67,39038060.67,6090387.25,44,0.12,91.1,value_weighted_near_term_share,14.1,0.0,False,"no S->O transition across 89 readable determinations — per-procurement, directional",3,39038060.67
128,RAFT LLC,M9ALV9LKVDC3,20,267853915.75,35883639.24,42187687.410000004,44946137.6,13392695.79,20,0.12,79.8,value_weighted_near_term_share,18.2,0.0,True,"latest of 23 NAICS 541511 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 22 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",3,44946137.6
129,"STRATASCOR, LLC",KM9AGSE33MH4,21,267591395.75000003,0.0,0.0,0.0,12742447.42,21,0.12,,no_forward_book,100.0,0.0,False,"no S->O transition across 28 readable determinations — per-procurement, directional",0,0.0
130,"BLUEWATER FEDERAL SOLUTIONS, INC",C18KUFQ2L6L4,11,267257056.45,0.0,0.0,0.0,24296096.04,11,0.12,,no_forward_book,100.0,0.0,True,"latest of 9 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 7 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
131,IPKEYS TECHNOLOGIES LLC,N14QLM6C6K45,20,266037049.0000001,0.0,0.0,0.0,13301852.45,20,0.11,,no_forward_book,100.0,0.0,False,"no S->O transition across 18 readable determinations — per-procurement, directional",0,0.0
132,VSOLVIT LLC,GKSKWF5HL5H8,51,263388091.47,0.0,0.0,0.0,5164472.38,51,0.11,,no_forward_book,100.0,0.0,True,"latest of 30 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 9 total), with 21 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
133,"VETERAN INFORMATION TECHNOLOGIES, LLC",JD85DN2HY8K4,110,262755767.95,0.0,0.0,0.0,2388688.8,110,0.11,,no_forward_book,100.0,0.0,False,"no S->O transition across 453 readable determinations — per-procurement, directional",0,0.0
134,PLANNED SYSTEMS INTERNATIONAL INC,UCJYKA5ZB3U7,19,262113677.73,0.0,0.0,0.0,13795456.72,19,0.11,,no_forward_book,100.0,0.0,True,"latest of 6 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 4 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
135,CLINICOMP INTERNATIONAL INC,HLB6JKEB2369,15,261270854.84,0.0,0.0,0.0,17418056.99,15,0.11,,no_forward_book,100.0,0.0,False,"no S->O transition across 67 readable determinations — per-procurement, directional",0,0.0
136,VETS ETC LLC,MBZKYKLWHR13,56,260168128.88,0.0,0.0,0.0,4645859.44,56,0.11,,no_forward_book,100.0,0.0,False,"no S->O transition across 58 readable determinations — per-procurement, directional",0,0.0
137,"NES ASSOCIATES, LLC",DMSUW83ALB35,29,260055998.28000003,0.0,0.0,0.0,8967448.22,29,0.11,,no_forward_book,100.0,0.0,False,"no S->O transition across 39 readable determinations — per-procurement, directional",0,0.0
138,"ICR, INC",N2U8KLM48JG1,46,258765721.6,0.0,6509266.56,6509266.56,5625341.77,46,0.11,0.0,value_weighted_near_term_share,90.3,0.0,False,"no S->O transition across 46 readable determinations — per-procurement, directional",1,6509266.56
140,ALASKA NORTHSTAR RESOURCES LLC,DUMUHNHQJZG5,47,254334258.26,12113848.97,15763551.32,15763551.32,5411367.2,47,0.11,49.1,value_weighted_near_term_share,9.2,0.0,False,"no S->O transition across 57 readable determinations — per-procurement, directional",4,24656945.6
141,INTELSAT GENERAL COMMUNICATIONS LLC,G3FMDEWF7YV3,18,249405495.99,0.0,0.0,1420520.19,13855860.89,18,0.11,0.0,value_weighted_near_term_share,98.0,0.0,False,"no S->O transition across 24 readable determinations — per-procurement, directional",1,1420520.19
142,"BUSINESS MISSION EDGE, LLC",RCTSGXMDGP51,4,246409523.13000005,0.0,3295533.0,3295533.0,61602380.78,4,0.11,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 7 readable determinations — per-procurement, directional",1,3295533.0
143,"ASM RESEARCH, LLC",TDJMB5JLT149,48,246047034.33,0.0,0.0,0.0,5125979.88,48,0.11,,no_forward_book,100.0,0.0,False,"no S->O transition across 68 readable determinations — per-procurement, directional",0,0.0
145,"SUMMIT TECHNOLOGIES, INC",GQATLH2VY9K3,98,244250768.2,0.0,0.0,0.0,2492354.78,98,0.11,,no_forward_book,100.0,0.0,False,"no S->O transition across 376 readable determinations — per-procurement, directional",0,0.0
146,"INTEGRATED DATA SERVICES, LLC",NRLEGBF55K19,102,243051873.88,503078.4,503078.4,503078.4,2382861.51,102,0.1,14.9,value_weighted_near_term_share,91.0,0.0,True,"latest of 17 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 15 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",3,3375646.2600000002
147,INDRASOFT INC,XAKDKFCM4DF1,36,243013861.49,0.0,0.0,0.0,6750385.04,36,0.1,,no_forward_book,100.0,0.0,True,"latest of 4 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 2 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
148,AMYX INC,HBZPLZ5PJH12,46,241723848.94000003,0.0,0.0,0.0,5254866.28,46,0.1,,no_forward_book,100.0,0.0,True,"latest of 49 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 47 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
149,STRATEGIC COMMUNICATIONS LLC,LJZRP7SE5LN4,93,241625262.32999995,1925414.8699999999,1925414.8699999999,1925414.8699999999,2598121.1,93,0.1,100.0,value_weighted_near_term_share,96.6,0.0,False,"no S->O transition across 420 readable determinations — per-procurement, directional",2,1925414.8699999999
150,CDW GOVERNMENT LLC,PHZDZ8SJ5CM1,116,241498760.28,0.0,0.0,0.0,2081885.86,116,0.1,,no_forward_book,100.0,0.0,False,"no S->O transition across 306 readable determinations — per-procurement, directional",0,0.0
151,"THREE WIRE SYSTEMS, LLC",U8H9F5MLU957,64,241060845.16,3404836.66,3404836.66,3404836.66,3766575.71,64,0.1,100.0,value_weighted_near_term_share,92.6,0.0,False,"no S->O transition across 169 readable determinations — per-procurement, directional",1,3404836.66
152,INTELLIGENT WAVES LLC,THXALN5YFYQ1,107,240671858.24,0.0,0.0,0.0,2249269.7,107,0.1,,no_forward_book,100.0,0.0,True,"latest of 3 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
153,"DH TECHNOLOGIES, INC",NKC2AB3ESFP5,160,238944114.75,0.0,3491754.72,22770333.72,1493400.72,160,0.1,0.0,value_weighted_near_term_share,68.2,0.0,False,"no S->O transition across 808 readable determinations — per-procurement, directional",3,22770333.72
154,"BOWHEAD TOTAL ENTERPRISE SOLUTIONS, LLC",ZME8YC3PJUR7,58,238476068.59,0.0,0.0,0.0,4111656.36,58,0.1,,no_forward_book,100.0,0.0,False,"no S->O transition across 115 readable determinations — per-procurement, directional",0,0.0
156,LOGC2 INC,F8AYK11JYE17,19,236153485.14,4107071.97,4107071.97,4107071.97,12429130.8,19,0.1,100.0,value_weighted_near_term_share,79.4,0.0,False,"no S->O transition across 22 readable determinations — per-procurement, directional",2,4107071.97
158,IMMIXTECHNOLOGY INC,L6REMB5VKLL9,128,234933536.45,0.0,0.0,0.0,1835418.25,128,0.1,,no_forward_book,100.0,0.0,True,"latest of 859 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 857 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
159,"RITE-SOLUTIONS, INC",VGCPMJFD1NN5,14,233603682.54,0.0,0.0,0.0,16685977.32,14,0.1,,no_forward_book,100.0,0.0,True,"latest of 31 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 11 total), with 20 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
160,"NISGA'A TEK, LLC",YANAVG43GCB6,23,231558990.6,0.0,0.0,0.0,10067782.2,23,0.1,0.0,value_weighted_near_term_share,78.3,0.0,False,"no S->O transition across 34 readable determinations — per-procurement, directional",1,1940955.91
161,"INDIGENOUS TECHNOLOGIES, LLC",WDUAMC37MA86,17,230761552.93,0.0,0.0,0.0,13574209.0,17,0.1,,no_forward_book,100.0,0.0,True,"latest of 6 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 3 total), with 3 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
162,LOGISTICS MANAGEMENT INSTITUTE,XV6BLPWT44H7,6,229457289.64,0.0,0.0,0.0,38242881.61,6,0.1,,no_forward_book,100.0,0.0,False,"no S->O transition across 68 readable determinations — per-procurement, directional",0,0.0
163,BELL TEXTRON INC,N5QUZAYGPKM3,9,229442546.65,0.0,0.0,0.0,25493616.29,9,0.1,,no_forward_book,100.0,0.0,False,"no S->O transition across 56 readable determinations — per-procurement, directional",0,0.0
164,UTAH STATE UNIVERSITY SPACE DYNAMICS LABORATORY,Z3KMZ212SL85,24,229183113.31,0.0,0.0,0.0,9549296.39,24,0.1,0.0,value_weighted_near_term_share,92.8,0.0,False,"no S->O transition across 38 readable determinations — per-procurement, directional",1,683905.0
165,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,28,229016529.16,0.0,0.0,0.0,8179161.76,28,0.1,,no_forward_book,100.0,0.0,False,"no S->O transition across 339 readable determinations — per-procurement, directional",0,0.0
167,"NAKUPUNA SOLUTIONS, LLC",V4GVJZF4S263,21,227513717.97,25903256.82,25903256.82,25903256.82,10833986.57,21,0.1,86.8,value_weighted_near_term_share,40.4,0.0,False,"no S->O transition across 39 readable determinations — per-procurement, directional",2,29854067.53
168,SIRIUS FEDERAL LLC,MFGMH9R7GMG3,76,226346833.51,0.0,0.0,0.0,2978247.81,76,0.1,,no_forward_book,100.0,0.0,True,"latest of 296 NAICS 541519 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 295 total), with 1 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
169,"COMPTECH COMPUTER TECHNOLOGIES, INC",D5CCM1PF7WW5,44,223536855.07,51971013.72,51971013.72,51971013.72,5080383.07,44,0.1,87.4,value_weighted_near_term_share,11.4,0.0,False,"no S->O transition across 50 readable determinations — per-procurement, directional",3,59454882.24
170,HII MISSION TECHNOLOGIES CORP,HHT6NC9UT8Z5,34,223372839.74,0.0,0.0,0.0,6569789.4,34,0.1,,no_forward_book,100.0,0.0,False,"no S->O transition across 164 readable determinations — per-procurement, directional",0,0.0
171,PARAGON MICRO INC,E41LV9AJGHQ1,183,223132978.03000003,0.0,0.0,7636512.79,1219305.89,183,0.1,0.0,value_weighted_near_term_share,70.5,0.0,False,"no S->O transition across 857 readable determinations — per-procurement, directional",1,7636512.79
172,DELOITTE & TOUCHE LLP,F9KSDU7L9VP6,23,221382942.73000005,0.0,0.0,18360638.59,9625345.34,23,0.1,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 42 readable determinations — per-procurement, directional",2,19159478.59
173,"ALAMO CITY ENGINEERING SERVICES, INC",N8MCPJFMLSM4,16,220474888.7,0.0,0.0,0.0,13779680.54,16,0.1,0.0,value_weighted_near_term_share,0.0,0.0,False,"no S->O transition across 36 readable determinations — per-procurement, directional",1,488160.08
174,"THE INFORMATICS APPLICATIONS GROUP, INC",GNTMKVCN9CG4,35,219843820.78,0.0,0.0,0.0,6281252.02,35,0.09,,no_forward_book,100.0,0.0,True,"latest of 10 NAICS 541330 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 5 total), with 5 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
175,"ARCTICOM, LLC",SM3DL16FHN43,18,215726713.06,0.0,0.0,0.0,11984817.39,18,0.09,,no_forward_book,100.0,0.0,True,"latest of 8 NAICS 541512 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 1 total), with 7 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
176,"PHACIL, LLC",LG5RFDAHSP43,12,215645785.51,0.0,0.0,0.0,17970482.13,12,0.09,,no_forward_book,100.0,0.0,True,"latest of 11 NAICS 541512 determinations is 'OTHER THAN SMALL BUSINESS' (code O, 9 total), with 2 earlier 'SMALL BUSINESS' (code S) determination(s) — per-procurement, directional",0,0.0
177,DATA SYSTEMS ANALYSTS INC,K5WASFGRFAG5,9,215380961.79,0.0,0.0,0.0,23931217.98,9,0.09,0.0,value_weighted_near_term_share,88.0,0.0,False,"no S->O transition across 21 readable determinations — per-procurement, directional",1,14142333.69
